brand,model,note,asin,date,price
LG,38BK95C-W,,B07CMGQC76,2018-11-30 22:54:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-01 02:12:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-01 04:40:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-01 06:20:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-01 08:08:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-01 09:44:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-01 11:18:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-01 13:06:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-01 14:12:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-01 16:08:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-01 20:22:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-01 22:18:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-01 23:50:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-02 01:30:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-02 03:08:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-02 04:48:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-02 05:40:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-02 07:14:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-02 09:02:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-02 10:42:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-02 13:04:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-02 13:54:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-02 15:38:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-02 17:12:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-02 19:16:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-02 21:16:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-02 22:06:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-02 23:44:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-03 01:32:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-03 02:22:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-03 04:00:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-03 05:46:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-03 09:16:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-03 11:02:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-03 13:04:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-03 14:06:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-03 15:40:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-03 19:26:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-03 21:02:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-03 22:28:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-03 23:52:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-04 00:38:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-04 02:16:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-04 03:58:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-04 04:50:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-04 06:36:00,1393.58
